Tid,Temp.,Nedbør mm,Vindbeskrivelse,Vind [m/s],Vindkast [m/s],Log Time,Sted
20,22°,0,5 m/s fra vest med vindkast på 8 m/s,5,8,08/11/21 19:50:55,Lolland
21,20°,0,2 m/s fra vest med vindkast på 7 m/s,2,7,08/11/21 20:50:55,Lolland
22,17°,0,2 m/s fra vest med vindkast på 3 m/s,2,3,08/11/21 21:50:55,Lolland
23,17°,0,2 m/s fra sørvest med vindkast på 2 m/s,2,2,08/11/21 22:50:55,Lolland
0,16°,0,2 m/s fra sørvest med vindkast på 2 m/s,2,2,08/11/21 23:50:55,Lolland
1,16°,0,2 m/s fra sørvest med vindkast på 3 m/s,2,3,08/12/21 00:50:56,Lolland
2,16°,0,2 m/s fra sørvest med vindkast på 3 m/s,2,3,08/12/21 01:50:56,Lolland
3,15°,0,1 m/s fra sørvest med vindkast på 2 m/s,1,2,08/12/21 02:50:56,Lolland
4,14°,0,1 m/s fra sørvest med vindkast på 2 m/s,1,2,08/12/21 03:50:56,Lolland
5,14°,0,1 m/s fra sørvest med vindkast på 1 m/s,1,1,08/12/21 04:50:56,Lolland
6,14°,0,1 m/s fra sør med vindkast på 2 m/s,1,2,08/12/21 05:50:55,Lolland
7,15°,0,2 m/s fra sørøst med vindkast på 2 m/s,2,2,08/12/21 06:50:56,Lolland
8,17°,0,1 m/s fra sør med vindkast på 2 m/s,1,2,08/12/21 07:50:55,Lolland
9,20°,0,2 m/s fra sør med vindkast på 4 m/s,2,4,08/12/21 08:50:55,Lolland
10,21°,0,4 m/s fra sør med vindkast på 7 m/s,4,7,08/12/21 09:50:55,Lolland
11,22°,0,4 m/s fra sør med vindkast på 7 m/s,4,7,08/12/21 10:50:56,Lolland
12,24°,0,4 m/s fra sør med vindkast på 8 m/s,4,8,08/12/21 11:50:56,Lolland
13,25°,0,5 m/s fra sør med vindkast på 9 m/s,5,9,08/12/21 12:50:55,Lolland
14,26°,0,5 m/s fra sør med vindkast på 9 m/s,5,9,08/12/21 13:50:55,Lolland
15,26°,0,5 m/s fra sør med vindkast på 9 m/s,5,9,08/12/21 14:50:56,Lolland
16,26°,0,4 m/s fra sør med vindkast på 9 m/s,4,9,08/12/21 15:50:56,Lolland
17,26°,0,3 m/s fra sør med vindkast på 8 m/s,3,8,08/12/21 16:50:55,Lolland
18,26°,0,3 m/s fra sørøst med vindkast på 7 m/s,3,7,08/12/21 17:50:56,Lolland
19,25°,0,4 m/s fra sørøst med vindkast på 7 m/s,4,7,08/12/21 18:50:56,Lolland
20,23°,0,4 m/s fra sørøst med vindkast på 7 m/s,4,7,08/12/21 19:50:55,Lolland
21,22°,0,3 m/s fra øst med vindkast på 6 m/s,3,6,08/12/21 20:50:56,Lolland
22,21°,0,2 m/s fra øst med vindkast på 5 m/s,2,5,08/12/21 21:50:56,Lolland
23,20°,0,2 m/s fra øst med vindkast på 4 m/s,2,4,08/12/21 22:50:57,Lolland
0,19°,0,1 m/s fra sørøst med vindkast på 3 m/s,1,3,08/12/21 23:50:55,Lolland
1,19°,0,1 m/s fra sørøst med vindkast på 3 m/s,1,3,08/13/21 00:50:55,Lolland
2,19°,0,1 m/s fra sørvest med vindkast på 2 m/s,1,2,08/13/21 01:50:56,Lolland
3,19°,0,1 m/s fra sørvest med vindkast på 1 m/s,1,1,08/13/21 02:50:56,Lolland
4,18°,0,1 m/s fra vest med vindkast på 1 m/s,1,1,08/13/21 03:50:56,Lolland
5,18°,0,1 m/s fra sørvest med vindkast på 1 m/s,1,1,08/13/21 04:51:01,Lolland
6,18°,0,1 m/s fra sørvest med vindkast på 2 m/s,1,2,08/13/21 05:50:56,Lolland
7,18°,0,1 m/s fra sørvest med vindkast på 3 m/s,1,3,08/13/21 06:50:56,Lolland
8,18°,0,1 m/s fra sørvest med vindkast på 2 m/s,1,2,08/13/21 07:50:57,Lolland
9,21°,0,2 m/s fra sørvest med vindkast på 4 m/s,2,4,08/13/21 08:50:55,Lolland
10,24°,0,5 m/s fra sørvest med vindkast på 9 m/s,5,9,08/13/21 09:50:57,Lolland
11,23°,0,5 m/s fra sørvest med vindkast på 9 m/s,5,9,08/13/21 10:50:55,Lolland
12,24°,0,6 m/s fra sørvest med vindkast på 11 m/s,6,11,08/13/21 11:50:56,Lolland
13,25°,0,6 m/s fra sørvest med vindkast på 12 m/s,6,12,08/13/21 12:50:57,Lolland
14,25°,0,7 m/s fra sørvest med vindkast på 12 m/s,7,12,08/13/21 13:50:56,Lolland
15,26°,0,6 m/s fra sørvest med vindkast på 12 m/s,6,12,08/13/21 14:50:56,Lolland
16,26°,0,6 m/s fra vest med vindkast på 11 m/s,6,11,08/13/21 15:50:56,Lolland
17,26°,"0–0,2",5 m/s fra vest med vindkast på 10 m/s,5,10,08/13/21 16:50:57,Lolland
18,25°,"0–2,1",5 m/s fra vest med vindkast på 9 m/s,5,9,08/13/21 17:50:56,Lolland
19,24°,0,8 m/s fra vest med vindkast på 13 m/s,8,13,08/13/21 18:50:57,Lolland
20,21°,0,7 m/s fra vest med vindkast på 13 m/s,7,13,08/13/21 19:50:56,Lolland
21,21°,0,7 m/s fra vest med vindkast på 11 m/s,7,11,08/13/21 20:50:56,Lolland
22,19°,0,7 m/s fra vest med vindkast på 12 m/s,7,12,08/13/21 21:50:57,Lolland
23,18°,0,6 m/s fra vest med vindkast på 11 m/s,6,11,08/13/21 22:50:56,Lolland
0,17°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,08/13/21 23:50:55,Lolland
1,17°,0,6 m/s fra vest med vindkast på 10 m/s,6,10,08/14/21 00:50:57,Lolland
2,16°,0,5 m/s fra vest med vindkast på 9 m/s,5,9,08/14/21 01:50:56,Lolland
3,16°,0,4 m/s fra vest med vindkast på 8 m/s,4,8,08/14/21 02:50:56,Lolland
4,15°,0,3 m/s fra vest med vindkast på 5 m/s,3,5,08/14/21 03:50:56,Lolland
5,16°,0,3 m/s fra vest med vindkast på 5 m/s,3,5,08/14/21 04:50:55,Lolland
6,16°,0,3 m/s fra sørvest med vindkast på 5 m/s,3,5,08/14/21 05:50:56,Lolland
7,16°,0,4 m/s fra sørvest med vindkast på 6 m/s,4,6,08/14/21 06:50:59,Lolland
8,18°,0,6 m/s fra sørvest med vindkast på 9 m/s,6,9,08/14/21 07:50:56,Lolland
9,19°,0,6 m/s fra sørvest med vindkast på 11 m/s,6,11,08/14/21 08:50:55,Lolland
10,19°,0,8 m/s fra sørvest med vindkast på 13 m/s,8,13,08/14/21 09:50:56,Lolland
11,19°,0,8 m/s fra sørvest med vindkast på 13 m/s,8,13,08/14/21 10:50:56,Lolland
12,21°,"0–0,4",9 m/s fra sørvest med vindkast på 15 m/s,9,15,08/14/21 11:50:56,Lolland
13,21°,"0–0,2",9 m/s fra sørvest med vindkast på 15 m/s,9,15,08/14/21 12:50:56,Lolland
14,21°,0,9 m/s fra sørvest med vindkast på 16 m/s,9,16,08/14/21 13:50:55,Lolland
15,21°,"0–0,4",10 m/s fra sørvest med vindkast på 16 m/s,10,16,08/14/21 14:50:56,Lolland
16,22°,"0–1,4",9 m/s fra sørvest med vindkast på 15 m/s,9,15,08/14/21 15:50:56,Lolland
17,22°,"0–0,4",10 m/s fra sørvest med vindkast på 16 m/s,10,16,08/14/21 16:50:56,Lolland
18,20°,"0–0,4",7 m/s fra vest med vindkast på 17 m/s,7,17,08/14/21 17:50:55,Lolland
19,19°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/14/21 18:50:55,Lolland
20,20°,0,8 m/s fra vest med vindkast på 13 m/s,8,13,08/14/21 19:50:56,Lolland
21,19°,0,7 m/s fra vest med vindkast på 12 m/s,7,12,08/14/21 20:50:55,Lolland
22,18°,0,6 m/s fra vest med vindkast på 10 m/s,6,10,08/14/21 21:50:56,Lolland
23,17°,0,6 m/s fra vest med vindkast på 11 m/s,6,11,08/14/21 22:50:56,Lolland
0,17°,0,6 m/s fra vest med vindkast på 10 m/s,6,10,08/14/21 23:50:56,Lolland
1,17°,0,6 m/s fra vest med vindkast på 10 m/s,6,10,08/15/21 00:50:57,Lolland
2,16°,0,5 m/s fra vest med vindkast på 9 m/s,5,9,08/15/21 01:50:56,Lolland
3,16°,0,5 m/s fra vest med vindkast på 8 m/s,5,8,08/15/21 02:50:57,Lolland
4,16°,0,5 m/s fra vest med vindkast på 8 m/s,5,8,08/15/21 03:50:56,Lolland
5,16°,0,5 m/s fra vest med vindkast på 8 m/s,5,8,08/15/21 04:50:55,Lolland
6,16°,0,5 m/s fra vest med vindkast på 8 m/s,5,8,08/15/21 05:50:56,Lolland
7,16°,0,6 m/s fra vest med vindkast på 9 m/s,6,9,08/15/21 06:50:56,Lolland
8,17°,0,6 m/s fra vest med vindkast på 10 m/s,6,10,08/15/21 07:50:56,Lolland
9,17°,0,7 m/s fra vest med vindkast på 11 m/s,7,11,08/15/21 08:50:57,Lolland
10,17°,0,7 m/s fra sørvest med vindkast på 12 m/s,7,12,08/15/21 09:50:55,Lolland
11,20°,0,7 m/s fra sørvest med vindkast på 12 m/s,7,12,08/15/21 10:50:55,Lolland
12,20°,0,7 m/s fra sørvest med vindkast på 12 m/s,7,12,08/15/21 11:50:55,Lolland
13,21°,0,7 m/s fra sørvest med vindkast på 13 m/s,7,13,08/15/21 12:50:56,Lolland
14,22°,0,7 m/s fra vest med vindkast på 12 m/s,7,12,08/15/21 13:50:56,Lolland
15,21°,0,6 m/s fra sørvest med vindkast på 12 m/s,6,12,08/15/21 14:50:55,Lolland
16,22°,0,6 m/s fra sørvest med vindkast på 12 m/s,6,12,08/15/21 15:50:56,Lolland
17,22°,0,5 m/s fra sørvest med vindkast på 11 m/s,5,11,08/15/21 16:50:55,Lolland
18,22°,0,4 m/s fra sørvest med vindkast på 9 m/s,4,9,08/15/21 17:50:56,Lolland
19,22°,0,3 m/s fra sørvest med vindkast på 9 m/s,3,9,08/15/21 18:50:56,Lolland
20,21°,"0–0,4",3 m/s fra sør med vindkast på 6 m/s,3,6,08/15/21 19:50:55,Lolland
21,19°,"0–1,6",2 m/s fra sørøst med vindkast på 5 m/s,2,5,08/15/21 20:50:55,Lolland
22,19°,0–3,6 m/s fra sør med vindkast på 11 m/s,6,11,08/15/21 21:50:55,Lolland
23,17°,"0–5,5",5 m/s fra sørøst med vindkast på 10 m/s,5,10,08/15/21 22:50:55,Lolland
0,18°,"0–3,9",3 m/s fra sør med vindkast på 8 m/s,3,8,08/15/21 23:50:55,Lolland
1,18°,"0–0,5",3 m/s fra sør med vindkast på 5 m/s,3,5,08/16/21 00:50:57,Lolland
2,19°,0,5 m/s fra sørvest med vindkast på 7 m/s,5,7,08/16/21 01:50:55,Lolland
3,18°,0,5 m/s fra sørvest med vindkast på 8 m/s,5,8,08/16/21 02:50:58,Lolland
4,17°,"0–0,3",5 m/s fra sørvest med vindkast på 8 m/s,5,8,08/16/21 03:50:56,Lolland
5,17°,"0–0,7",5 m/s fra sørvest med vindkast på 9 m/s,5,9,08/16/21 04:50:56,Lolland
6,17°,"0–1,2",4 m/s fra nordvest med vindkast på 8 m/s,4,8,08/16/21 05:50:56,Lolland
7,15°,"0–0,5",2 m/s fra vest med vindkast på 4 m/s,2,4,08/16/21 06:50:55,Lolland
8,15°,"0–1,3",3 m/s fra sørvest med vindkast på 4 m/s,3,4,08/16/21 07:50:56,Lolland
9,15°,"0–1,1",2 m/s fra vest med vindkast på 4 m/s,2,4,08/16/21 08:50:56,Lolland
10,16°,"0–0,8",1 m/s fra vest med vindkast på 4 m/s,1,4,08/16/21 09:50:56,Lolland
11,16°,"0–0,3",2 m/s fra sørvest med vindkast på 3 m/s,2,3,08/16/21 10:50:57,Lolland
12,17°,"0–0,3",2 m/s fra sør med vindkast på 4 m/s,2,4,08/16/21 11:50:56,Lolland
13,18°,"0–1,4",4 m/s fra sørvest med vindkast på 7 m/s,4,7,08/16/21 12:50:56,Lolland
14,18°,"0–1,2",5 m/s fra sørvest med vindkast på 8 m/s,5,8,08/16/21 13:50:56,Lolland
15,17°,"0,2–2,8",7 m/s fra sørvest med vindkast på 12 m/s,7,12,08/16/21 14:50:56,Lolland
16,17°,"0–1,6",8 m/s fra sørvest med vindkast på 12 m/s,8,12,08/16/21 15:50:55,Lolland
17,17°,"0–0,3",7 m/s fra vest med vindkast på 15 m/s,7,15,08/16/21 16:50:55,Lolland
18,17°,0,7 m/s fra vest med vindkast på 12 m/s,7,12,08/16/21 17:50:56,Lolland
19,15°,0,8 m/s fra vest med vindkast på 16 m/s,8,16,08/16/21 18:50:55,Lolland
20,16°,"0–0,5",4 m/s fra vest med vindkast på 12 m/s,4,12,08/16/21 19:50:55,Lolland
21,15°,"0–0,4",4 m/s fra sørvest med vindkast på 8 m/s,4,8,08/16/21 20:50:55,Lolland
22,15°,"0–0,7",4 m/s fra sørvest med vindkast på 8 m/s,4,8,08/16/21 21:50:55,Lolland
23,14°,"0–1,1",4 m/s fra sør med vindkast på 8 m/s,4,8,08/16/21 22:50:56,Lolland
0,13°,"0–3,6",4 m/s fra sør med vindkast på 8 m/s,4,8,08/16/21 23:50:55,Lolland
1,14°,"0–3,7",5 m/s fra sør med vindkast på 13 m/s,5,13,08/17/21 00:50:57,Lolland
2,13°,"0–1,6",8 m/s fra vest med vindkast på 13 m/s,8,13,08/17/21 01:50:55,Lolland
3,12°,"0–0,4",5 m/s fra vest med vindkast på 9 m/s,5,9,08/17/21 02:50:57,Lolland
4,12°,"0–0,3",8 m/s fra vest med vindkast på 13 m/s,8,13,08/17/21 03:50:57,Lolland
5,12°,"0–1,8",6 m/s fra vest med vindkast på 13 m/s,6,13,08/17/21 04:50:56,Lolland
6,13°,"0–1,5",5 m/s fra vest med vindkast på 9 m/s,5,9,08/17/21 05:50:56,Lolland
7,14°,"0–0,4",6 m/s fra vest med vindkast på 10 m/s,6,10,08/17/21 06:50:55,Lolland
8,15°,0,7 m/s fra vest med vindkast på 11 m/s,7,11,08/17/21 07:50:57,Lolland
9,15°,0,8 m/s fra vest med vindkast på 12 m/s,8,12,08/17/21 08:50:55,Lolland
10,17°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/17/21 09:50:57,Lolland
11,17°,0,10 m/s fra vest med vindkast på 16 m/s,10,16,08/17/21 10:50:55,Lolland
12,18°,0,10 m/s fra vest med vindkast på 16 m/s,10,16,08/17/21 11:50:57,Lolland
13,19°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/17/21 12:50:57,Lolland
14,19°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/17/21 13:50:55,Lolland
15,20°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/17/21 14:50:56,Lolland
16,19°,0,9 m/s fra vest med vindkast på 17 m/s,9,17,08/17/21 15:50:56,Lolland
17,19°,0,10 m/s fra vest med vindkast på 16 m/s,10,16,08/17/21 16:50:55,Lolland
18,19°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/17/21 17:50:56,Lolland
19,19°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/17/21 18:50:55,Lolland
20,18°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/17/21 19:50:55,Lolland
21,17°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/17/21 20:50:55,Lolland
22,17°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/17/21 21:50:55,Lolland
23,16°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/17/21 22:50:55,Lolland
0,16°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/17/21 23:50:56,Lolland
1,16°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/18/21 00:50:57,Lolland
2,15°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/18/21 01:50:55,Lolland
3,15°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/18/21 02:50:57,Lolland
4,15°,0,8 m/s fra vest med vindkast på 16 m/s,8,16,08/18/21 03:50:56,Lolland
5,15°,0,9 m/s fra vest med vindkast på 14 m/s,9,14,08/18/21 04:50:56,Lolland
6,16°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/18/21 05:50:56,Lolland
7,16°,0,7 m/s fra vest med vindkast på 13 m/s,7,13,08/18/21 06:50:55,Lolland
8,16°,0,7 m/s fra vest med vindkast på 12 m/s,7,12,08/18/21 07:50:55,Lolland
9,16°,0,8 m/s fra vest med vindkast på 13 m/s,8,13,08/18/21 08:50:56,Lolland
10,16°,"0–0,2",8 m/s fra vest med vindkast på 14 m/s,8,14,08/18/21 09:50:56,Lolland
11,16°,"0–0,2",8 m/s fra vest med vindkast på 15 m/s,8,15,08/18/21 10:50:55,Lolland
12,17°,"0–0,2",8 m/s fra vest med vindkast på 14 m/s,8,14,08/18/21 11:50:55,Lolland
13,18°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/18/21 12:50:57,Lolland
14,17°,"0–0,2",9 m/s fra vest med vindkast på 15 m/s,9,15,08/18/21 13:50:55,Lolland
15,17°,"0–0,2",9 m/s fra vest med vindkast på 15 m/s,9,15,08/18/21 14:50:56,Lolland
16,16°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/18/21 15:50:56,Lolland
17,18°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/18/21 16:50:56,Lolland
18,18°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/18/21 17:50:56,Lolland
19,17°,"0–0,2",10 m/s fra vest med vindkast på 18 m/s,10,18,08/18/21 18:50:55,Lolland
20,16°,0,8 m/s fra vest med vindkast på 16 m/s,8,16,08/18/21 19:50:56,Lolland
21,16°,"0–0,4",8 m/s fra vest med vindkast på 14 m/s,8,14,08/18/21 20:50:55,Lolland
22,16°,"0–0,3",8 m/s fra vest med vindkast på 15 m/s,8,15,08/18/21 21:50:55,Lolland
23,16°,"0–0,5",8 m/s fra vest med vindkast på 13 m/s,8,13,08/18/21 22:50:56,Lolland
0,16°,"0–0,4",9 m/s fra vest med vindkast på 14 m/s,9,14,08/18/21 23:50:56,Lolland
1,16°,"0–0,3",8 m/s fra vest med vindkast på 14 m/s,8,14,08/19/21 00:50:57,Lolland
2,15°,0,8 m/s fra vest med vindkast på 13 m/s,8,13,08/19/21 01:50:56,Lolland
3,15°,"0–0,2",8 m/s fra vest med vindkast på 13 m/s,8,13,08/19/21 02:50:56,Lolland
4,15°,"0–0,2",8 m/s fra vest med vindkast på 13 m/s,8,13,08/19/21 03:50:56,Lolland
5,15°,"0–0,2",8 m/s fra vest med vindkast på 13 m/s,8,13,08/19/21 04:50:55,Lolland
6,14°,0,6 m/s fra vest med vindkast på 13 m/s,6,13,08/19/21 05:50:56,Lolland
7,14°,0,6 m/s fra vest med vindkast på 10 m/s,6,10,08/19/21 06:50:56,Lolland
8,15°,0,7 m/s fra vest med vindkast på 11 m/s,7,11,08/19/21 07:50:56,Lolland
9,16°,0,7 m/s fra vest med vindkast på 12 m/s,7,12,08/19/21 08:50:56,Lolland
10,17°,0,8 m/s fra vest med vindkast på 13 m/s,8,13,08/19/21 09:50:56,Lolland
11,17°,0,7 m/s fra vest med vindkast på 14 m/s,7,14,08/19/21 10:50:56,Lolland
12,18°,0,8 m/s fra vest med vindkast på 13 m/s,8,13,08/19/21 11:50:56,Lolland
13,19°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/19/21 12:50:56,Lolland
14,20°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/19/21 13:50:54,Lolland
15,20°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/19/21 14:50:56,Lolland
16,19°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/19/21 15:50:56,Lolland
17,20°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/19/21 16:50:57,Lolland
18,19°,0,7 m/s fra vest med vindkast på 13 m/s,7,13,08/19/21 17:50:56,Lolland
19,19°,0,6 m/s fra vest med vindkast på 11 m/s,6,11,08/19/21 18:50:55,Lolland
20,17°,0,6 m/s fra vest med vindkast på 10 m/s,6,10,08/19/21 19:50:55,Lolland
21,17°,0,4 m/s fra vest med vindkast på 9 m/s,4,9,08/19/21 20:50:55,Lolland
22,16°,0,4 m/s fra vest med vindkast på 6 m/s,4,6,08/19/21 21:50:56,Lolland
23,16°,0,4 m/s fra vest med vindkast på 7 m/s,4,7,08/19/21 22:50:57,Lolland
0,17°,0,4 m/s fra vest med vindkast på 7 m/s,4,7,08/19/21 23:50:55,Lolland
1,14°,0,3 m/s fra vest med vindkast på 7 m/s,3,7,08/20/21 00:50:58,Lolland
2,13°,0,3 m/s fra vest med vindkast på 5 m/s,3,5,08/20/21 01:50:55,Lolland
3,14°,0,2 m/s fra vest med vindkast på 4 m/s,2,4,08/20/21 02:50:56,Lolland
4,14°,0,2 m/s fra vest med vindkast på 3 m/s,2,3,08/20/21 03:50:55,Lolland
5,14°,0,2 m/s fra vest med vindkast på 3 m/s,2,3,08/20/21 04:50:55,Lolland
6,13°,0,1 m/s fra sørvest med vindkast på 2 m/s,1,2,08/20/21 05:50:56,Lolland
7,14°,0,1 m/s fra sørvest med vindkast på 2 m/s,1,2,08/20/21 06:50:55,Lolland
8,16°,0,1 m/s fra nordvest med vindkast på 2 m/s,1,2,08/20/21 07:50:55,Lolland
9,18°,0,2 m/s fra vest med vindkast på 4 m/s,2,4,08/20/21 08:50:56,Lolland
10,18°,0,3 m/s fra vest med vindkast på 6 m/s,3,6,08/20/21 09:50:56,Lolland
11,18°,0,3 m/s fra vest med vindkast på 6 m/s,3,6,08/20/21 10:50:55,Lolland
12,19°,0,4 m/s fra vest med vindkast på 7 m/s,4,7,08/20/21 11:50:56,Lolland
13,18°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,08/20/21 12:50:56,Lolland
14,17°,0,4 m/s fra vest med vindkast på 9 m/s,4,9,08/20/21 13:50:56,Lolland
15,17°,0,4 m/s fra vest med vindkast på 8 m/s,4,8,08/20/21 14:50:56,Lolland
16,19°,0,4 m/s fra vest med vindkast på 8 m/s,4,8,08/20/21 15:50:55,Lolland
17,20°,0,5 m/s fra vest med vindkast på 8 m/s,5,8,08/20/21 16:50:57,Lolland
18,17°,0,4 m/s fra vest med vindkast på 8 m/s,4,8,08/20/21 17:50:56,Lolland
19,16°,0,4 m/s fra vest med vindkast på 8 m/s,4,8,08/20/21 18:50:59,Lolland
20,17°,0,3 m/s fra vest med vindkast på 6 m/s,3,6,08/20/21 19:50:57,Lolland
21,16°,0,3 m/s fra sørvest med vindkast på 6 m/s,3,6,08/20/21 20:50:56,Lolland
22,15°,0,3 m/s fra vest med vindkast på 5 m/s,3,5,08/20/21 21:50:59,Lolland
23,15°,0,3 m/s fra vest med vindkast på 5 m/s,3,5,08/20/21 22:50:57,Lolland
0,15°,0,3 m/s fra vest med vindkast på 4 m/s,3,4,08/20/21 23:50:56,Lolland
1,15°,0,3 m/s fra vest med vindkast på 4 m/s,3,4,08/21/21 00:50:57,Lolland
2,14°,0,3 m/s fra vest med vindkast på 4 m/s,3,4,08/21/21 01:50:56,Lolland
3,13°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,08/21/21 02:50:58,Lolland
4,12°,0,2 m/s fra vest med vindkast på 3 m/s,2,3,08/21/21 03:50:56,Lolland
5,11°,0,2 m/s fra nordvest med vindkast på 3 m/s,2,3,08/21/21 04:50:56,Lolland
6,11°,0,2 m/s fra vest med vindkast på 3 m/s,2,3,08/21/21 05:50:55,Lolland
7,12°,0,2 m/s fra vest med vindkast på 3 m/s,2,3,08/21/21 06:50:56,Lolland
8,14°,0,1 m/s fra vest med vindkast på 3 m/s,1,3,08/21/21 07:50:57,Lolland
9,16°,0,3 m/s fra nordvest med vindkast på 5 m/s,3,5,08/21/21 08:50:56,Lolland
10,17°,0,4 m/s fra nordvest med vindkast på 7 m/s,4,7,08/21/21 09:50:57,Lolland
11,17°,0,3 m/s fra nordvest med vindkast på 7 m/s,3,7,08/21/21 10:50:57,Lolland
12,18°,0,3 m/s fra nordvest med vindkast på 7 m/s,3,7,08/21/21 11:50:57,Lolland
13,20°,0,2 m/s fra vest med vindkast på 7 m/s,2,7,08/21/21 12:50:57,Lolland
14,20°,0,3 m/s fra nord med vindkast på 7 m/s,3,7,08/21/21 13:50:56,Lolland
15,21°,0,2 m/s fra nord med vindkast på 6 m/s,2,6,08/21/21 14:50:56,Lolland
16,21°,0,2 m/s fra nord med vindkast på 6 m/s,2,6,08/21/21 15:50:56,Lolland
17,20°,0,2 m/s fra nord med vindkast på 6 m/s,2,6,08/21/21 16:50:56,Lolland
18,20°,0,2 m/s fra nord med vindkast på 5 m/s,2,5,08/21/21 17:50:56,Lolland
19,20°,0,2 m/s fra nordøst med vindkast på 5 m/s,2,5,08/21/21 18:50:56,Lolland
20,19°,0,2 m/s fra sørvest med vindkast på 4 m/s,2,4,08/21/21 19:50:57,Lolland
21,17°,0,2 m/s fra sørøst med vindkast på 3 m/s,2,3,08/21/21 20:50:58,Lolland
22,17°,0,1 m/s fra sørøst med vindkast på 2 m/s,1,2,08/21/21 21:50:55,Lolland
23,17°,0,2 m/s fra øst med vindkast på 3 m/s,2,3,08/21/21 22:50:57,Lolland
0,15°,0,2 m/s fra sørøst med vindkast på 3 m/s,2,3,08/21/21 23:50:56,Lolland
1,14°,0,2 m/s fra sørøst med vindkast på 3 m/s,2,3,08/22/21 00:50:58,Lolland
2,14°,0,2 m/s fra øst med vindkast på 3 m/s,2,3,08/22/21 01:50:56,Lolland
3,13°,0,2 m/s fra sørøst med vindkast på 4 m/s,2,4,08/22/21 02:50:59,Lolland
4,15°,0,2 m/s fra øst med vindkast på 4 m/s,2,4,08/22/21 03:50:56,Lolland
5,16°,0,3 m/s fra øst med vindkast på 4 m/s,3,4,08/22/21 04:50:55,Lolland
6,15°,0,3 m/s fra øst med vindkast på 5 m/s,3,5,08/22/21 05:50:56,Lolland
7,13°,0,3 m/s fra øst med vindkast på 5 m/s,3,5,08/22/21 06:50:56,Lolland
8,14°,0,3 m/s fra øst med vindkast på 5 m/s,3,5,08/22/21 07:50:55,Lolland
9,16°,0,4 m/s fra øst med vindkast på 8 m/s,4,8,08/22/21 08:50:56,Lolland
10,18°,0,6 m/s fra øst med vindkast på 11 m/s,6,11,08/22/21 09:50:55,Lolland
11,19°,0,7 m/s fra øst med vindkast på 11 m/s,7,11,08/22/21 10:50:56,Lolland
12,19°,0,7 m/s fra øst med vindkast på 12 m/s,7,12,08/22/21 11:50:55,Lolland
13,19°,0,6 m/s fra øst med vindkast på 10 m/s,6,10,08/22/21 12:50:56,Lolland
14,20°,0,6 m/s fra øst med vindkast på 11 m/s,6,11,08/22/21 13:50:56,Lolland
15,20°,0,6 m/s fra øst med vindkast på 11 m/s,6,11,08/22/21 14:50:55,Lolland
16,20°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,08/22/21 15:50:56,Lolland
17,20°,0,5 m/s fra øst med vindkast på 9 m/s,5,9,08/22/21 16:50:56,Lolland
18,21°,0,5 m/s fra øst med vindkast på 9 m/s,5,9,08/22/21 17:50:56,Lolland
19,19°,0,5 m/s fra øst med vindkast på 9 m/s,5,9,08/22/21 18:50:56,Lolland
20,18°,0,4 m/s fra øst med vindkast på 9 m/s,4,9,08/22/21 19:50:55,Lolland
21,17°,0,3 m/s fra nordøst med vindkast på 7 m/s,3,7,08/22/21 20:50:55,Lolland
22,16°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/22/21 21:50:56,Lolland
23,15°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/22/21 22:50:57,Lolland
0,15°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/22/21 23:50:55,Lolland
1,15°,0,4 m/s fra nordøst med vindkast på 6 m/s,4,6,08/23/21 00:50:56,Lolland
